sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"PATL1","Approved symbol","PATL1","PAT1 homolog 1, processing body mRNA decay factor","HGNC:26721","11q12.1"
"ZNF324","Approved symbol","ZNF324","zinc finger protein 324","HGNC:14096","19q13.43"
"NUDCD1","Approved symbol","NUDCD1","NudC domain containing 1","HGNC:24306","8q23.1"
"CDK5","Approved symbol","CDK5","cyclin dependent kinase 5","HGNC:1774","7q36.1"
"SCARB1","Approved symbol","SCARB1","scavenger receptor class B member 1","HGNC:1664","12q24.31"
"HTR3A","Approved symbol","HTR3A","5-hydroxytryptamine receptor 3A","HGNC:5297","11q23.2"
"COL7A1","Approved symbol","COL7A1","collagen type VII alpha 1 chain","HGNC:2214","3p21.31"
"MCAM","Approved symbol","MCAM","melanoma cell adhesion molecule","HGNC:6934","11q23.3"
"DKKL1","Approved symbol","DKKL1","dickkopf like acrosomal protein 1","HGNC:16528","19q13.33"
"POLR3C","Approved symbol","POLR3C","RNA polymerase III subunit C","HGNC:30076","1q21.1"
"NR2E3","Approved symbol","NR2E3","nuclear receptor subfamily 2 group E member 3","HGNC:7974","15q23"
"SF3B2","Approved symbol","SF3B2","splicing factor 3b subunit 2","HGNC:10769","11q13.1"
"SOX1","Approved symbol","SOX1","SRY-box transcription factor 1","HGNC:11189","13q34"
"SEC23IP","Approved symbol","SEC23IP","SEC23 interacting protein","HGNC:17018","10q26.11-q26.12"
"POLR1D","Approved symbol","POLR1D","RNA polymerase I and III subunit D","HGNC:20422","13q12.2"
"PTCD3","Approved symbol","PTCD3","pentatricopeptide repeat domain 3","HGNC:24717","2p11.2"
"PABPC1","Approved symbol","PABPC1","poly(A) binding protein cytoplasmic 1","HGNC:8554","8q22.3"
"CALML5","Approved symbol","CALML5","calmodulin like 5","HGNC:18180","10p15.1"
"UCHL1","Approved symbol","UCHL1","ubiquitin C-terminal hydrolase L1","HGNC:12513","4p13"
"ITGB6","Approved symbol","ITGB6","integrin subunit beta 6","HGNC:6161","2q24.2"
"PPIL1","Approved symbol","PPIL1","peptidylprolyl isomerase like 1","HGNC:9260","6p21.2"
"SH3GL1","Approved symbol","SH3GL1","SH3 domain containing GRB2 like 1, endophilin A2","HGNC:10830","19p13.3"
"CTNNA3","Approved symbol","CTNNA3","catenin alpha 3","HGNC:2511","10q21.3"
"ZNF384","Approved symbol","ZNF384","zinc finger protein 384","HGNC:11955","12p13.31"
"TFR2","Approved symbol","TFR2","transferrin receptor 2","HGNC:11762","7q22.1"
"SSH1","Approved symbol","SSH1","slingshot protein phosphatase 1","HGNC:30579","12q24.11"
"CLIC5","Approved symbol","CLIC5","chloride intracellular channel 5","HGNC:13517","6p21.1"
"CCND2","Approved symbol","CCND2","cyclin D2","HGNC:1583","12p13.32"
"PITX3","Approved symbol","PITX3","paired like homeodomain 3","HGNC:9006","10q24.32"
"DTL","Approved symbol","DTL","denticleless E3 ubiquitin protein ligase homolog","HGNC:30288","1q32.3"
"SIX2","Approved symbol","SIX2","SIX homeobox 2","HGNC:10888","2p21"
"CNTN1","Approved symbol","CNTN1","contactin 1","HGNC:2171","12q12"
"FSTL5","Approved symbol","FSTL5","follistatin like 5","HGNC:21386","4q32.2"
"SEC23B","Approved symbol","SEC23B","SEC23 homolog B, COPII coat complex component","HGNC:10702","20p11.23"
"GSK3B","Approved symbol","GSK3B","glycogen synthase kinase 3 beta","HGNC:4617","3q13.33"
"CDKN1B","Approved symbol","CDKN1B","cyclin dependent kinase inhibitor 1B","HGNC:1785","12p13.1"
"CNOT7","Approved symbol","CNOT7","CCR4-NOT transcription complex subunit 7","HGNC:14101","8p22"
"VPS13A","Approved symbol","VPS13A","vacuolar protein sorting 13 homolog A","HGNC:1908","9q21.2"
"HCFC2","Approved symbol","HCFC2","host cell factor C2","HGNC:24972","12q23.3"
"FMR1NB","Approved symbol","FMR1NB","FMR1 neighbor","HGNC:26372","Xq27.3-q28"
"CAMK2B","Approved symbol","CAMK2B","calcium/calmodulin dependent protein kinase II beta","HGNC:1461","7p13"
"HTATSF1","Approved symbol","HTATSF1","HIV-1 Tat specific factor 1","HGNC:5276","Xq26.3"
"EP400","Approved symbol","EP400","E1A binding protein p400","HGNC:11958","12q24.33"
"RACGAP1","Approved symbol","RACGAP1","Rac GTPase activating protein 1","HGNC:9804","12q13.12"
"CTDSPL","Approved symbol","CTDSPL","CTD small phosphatase like","HGNC:16890","3p22.2"
"GADD45A","Approved symbol","GADD45A","growth arrest and DNA damage inducible alpha","HGNC:4095","1p31.3"
"ANXA7","Approved symbol","ANXA7","annexin A7","HGNC:545","10q22.2"
"MEF2A","Approved symbol","MEF2A","myocyte enhancer factor 2A","HGNC:6993","15q26.3"
"PSME4","Approved symbol","PSME4","proteasome activator subunit 4","HGNC:20635","2p16.2"
"PKP2","Approved symbol","PKP2","plakophilin 2","HGNC:9024","12p11.21"
"CIZ1","Approved symbol","CIZ1","CDKN1A interacting zinc finger protein 1","HGNC:16744","9q34.11"
"TSN","Approved symbol","TSN","translin","HGNC:12379","2q14.3"
"RSU1","Approved symbol","RSU1","Ras suppressor protein 1","HGNC:10464","10p13"
"MRPL38","Approved symbol","MRPL38","mitochondrial ribosomal protein L38","HGNC:14033","17q25.1"
"RALGDS","Approved symbol","RALGDS","ral guanine nucleotide dissociation stimulator","HGNC:9842","9q34.13-q34.2"
"GNG4","Approved symbol","GNG4","G protein subunit gamma 4","HGNC:4407","1q42.3"
"PPM1F","Approved symbol","PPM1F","protein phosphatase, Mg2+/Mn2+ dependent 1F","HGNC:19388","22q11.22"
"SF3A3","Approved symbol","SF3A3","splicing factor 3a subunit 3","HGNC:10767","1p34.3"
"CALB2","Approved symbol","CALB2","calbindin 2","HGNC:1435","16q22.2"
"SH3BGRL3","Approved symbol","SH3BGRL3","SH3 domain binding glutamate rich protein like 3","HGNC:15568","1p36.11"
"COL4A5","Approved symbol","COL4A5","collagen type IV alpha 5 chain","HGNC:2207","Xq22.3"
"CCDC85C","Approved symbol","CCDC85C","coiled-coil domain containing 85C","HGNC:35459","14q32.2"
"KAT8","Approved symbol","KAT8","lysine acetyltransferase 8","HGNC:17933","16p11.2"
"ATF2","Approved symbol","ATF2","activating transcription factor 2","HGNC:784","2q31.1"
"GOT1L1","Approved symbol","GOT1L1","glutamic-oxaloacetic transaminase 1 like 1","HGNC:28487","8p11.23"
"TTLL5","Approved symbol","TTLL5","tubulin tyrosine ligase like 5","HGNC:19963","14q24.3"
"USP30","Approved symbol","USP30","ubiquitin specific peptidase 30","HGNC:20065","12q24.11"
"HNRNPA0","Approved symbol","HNRNPA0","heterogeneous nuclear ribonucleoprotein A0","HGNC:5030","5q31.2"
"PCGF1","Approved symbol","PCGF1","polycomb group ring finger 1","HGNC:17615","2p13.1"
"PNPLA2","Approved symbol","PNPLA2","patatin like phospholipase domain containing 2","HGNC:30802","11p15.5"
"FAF1","Approved symbol","FAF1","Fas associated factor 1","HGNC:3578","1p32.3"
"PKM","Approved symbol","PKM","pyruvate kinase M1/2","HGNC:9021","15q23"
"HLA-B","Approved symbol","HLA-B","major histocompatibility complex, class I, B","HGNC:4932","6p21.33"
"TESK2","Approved symbol","TESK2","testis associated actin remodelling kinase 2","HGNC:11732","1p34.1"
"SPESP1","Approved symbol","SPESP1","sperm equatorial segment protein 1","HGNC:15570","15q22.31"
"GANAB","Approved symbol","GANAB","glucosidase II alpha subunit","HGNC:4138","11q12.3"
"DBNL","Approved symbol","DBNL","drebrin like","HGNC:2696","7p13"
"TMEM175","Approved symbol","TMEM175","transmembrane protein 175","HGNC:28709","4p16.3"
"COPS2","Approved symbol","COPS2","COP9 signalosome subunit 2","HGNC:30747","15q21.1"
"CTNNA2","Approved symbol","CTNNA2","catenin alpha 2","HGNC:2510","2p12"
"SLC25A3","Approved symbol","SLC25A3","solute carrier family 25 member 3","HGNC:10989","12q23.1"
"FMNL1","Approved symbol","FMNL1","formin like 1","HGNC:1212","17q21.31"
"MALT1","Approved symbol","MALT1","MALT1 paracaspase","HGNC:6819","18q21.32"
"IMP3","Approved symbol","IMP3","IMP U3 small nucleolar ribonucleoprotein 3","HGNC:14497","15q24.2"
"POLR1C","Approved symbol","POLR1C","RNA polymerase I and III subunit C","HGNC:20194","6p21.1"
"TRPM3","Approved symbol","TRPM3","transient receptor potential cation channel subfamily M member 3","HGNC:17992","9q21.12-q21.13"
"DUSP7","Approved symbol","DUSP7","dual specificity phosphatase 7","HGNC:3073","3p21.2"
"LRBA","Approved symbol","LRBA","LPS responsive beige-like anchor protein","HGNC:1742","4q31.3"
"MAF1","Approved symbol","MAF1","MAF1 homolog, negative regulator of RNA polymerase III","HGNC:24966","8q24.3"
"NAPG","Approved symbol","NAPG","NSF attachment protein gamma","HGNC:7642","18p11.22"
"WDFY1","Approved symbol","WDFY1","WD repeat and FYVE domain containing 1","HGNC:20451","2q36.1"
"RPS27A","Approved symbol","RPS27A","ribosomal protein S27a","HGNC:10417","2p16.1"
"SNX1","Approved symbol","SNX1","sorting nexin 1","HGNC:11172","15q22.31"
"CDC6","Approved symbol","CDC6","cell division cycle 6","HGNC:1744","17q21.2"
"LNX1","Approved symbol","LNX1","ligand of numb-protein X 1","HGNC:6657","4q12"
"VCL","Approved symbol","VCL","vinculin","HGNC:12665","10q22.2"
"TRIM68","Approved symbol","TRIM68","tripartite motif containing 68","HGNC:21161","11p15.4"
"RUNX2","Approved symbol","RUNX2","RUNX family transcription factor 2","HGNC:10472","6p21.1"
"STK11","Approved symbol","STK11","serine/threonine kinase 11","HGNC:11389","19p13.3"
"USP9X","Approved symbol","USP9X","ubiquitin specific peptidase 9 X-linked","HGNC:12632","Xp11.4"
"POLI","Approved symbol","POLI","DNA polymerase iota","HGNC:9182","18q21.2"
"PRKAB2","Approved symbol","PRKAB2","protein kinase AMP-activated non-catalytic subunit beta 2","HGNC:9379","1q21.1"
"PPP6R1","Approved symbol","PPP6R1","protein phosphatase 6 regulatory subunit 1","HGNC:29195","19q13.42"
"TOMM34","Approved symbol","TOMM34","translocase of outer mitochondrial membrane 34","HGNC:15746","20q13.12"
"CTCF","Approved symbol","CTCF","CCCTC-binding factor","HGNC:13723","16q22.1"
"ZNF365","Approved symbol","ZNF365","zinc finger protein 365","HGNC:18194","10q21.2"
"RNF43","Approved symbol","RNF43","ring finger protein 43","HGNC:18505","17q23.2"
"RWDD1","Approved symbol","RWDD1","RWD domain containing 1","HGNC:20993","6q22.1"
"PID1","Approved symbol","PID1","phosphotyrosine interaction domain containing 1","HGNC:26084","2q36.3"
"TNS4","Approved symbol","TNS4","tensin 4","HGNC:24352","17q21.2"
"ACSL4","Approved symbol","ACSL4","acyl-CoA synthetase long chain family member 4","HGNC:3571","Xq23"
"MAGOH","Approved symbol","MAGOH","mago homolog, exon junction complex subunit","HGNC:6815","1p32.3"
"RPGRIP1L","Approved symbol","RPGRIP1L","RPGRIP1 like","HGNC:29168","16q12.2"
"MIR34B","Approved symbol","MIR34B","microRNA 34b","HGNC:31636","11q23.1"
"RBL2","Approved symbol","RBL2","RB transcriptional corepressor like 2","HGNC:9894","16q12.2"
"PLBD1","Approved symbol","PLBD1","phospholipase B domain containing 1","HGNC:26215","12p13.1"
"SNX4","Approved symbol","SNX4","sorting nexin 4","HGNC:11175","3q21.2"
"PCDHGB4","Approved symbol","PCDHGB4","protocadherin gamma subfamily B, 4","HGNC:8711","5q31"
"MMP9","Approved symbol","MMP9","matrix metallopeptidase 9","HGNC:7176","20q13.12"
"PRDX6","Approved symbol","PRDX6","peroxiredoxin 6","HGNC:16753","1q25.1"
"SLX4","Approved symbol","SLX4","SLX4 structure-specific endonuclease subunit","HGNC:23845","16p13.3"
"RAB18","Approved symbol","RAB18","RAB18, member RAS oncogene family","HGNC:14244","10p12.1"
"SCHIP1","Approved symbol","SCHIP1","schwannomin interacting protein 1","HGNC:15678","3q25.33"
"TAOK1","Approved symbol","TAOK1","TAO kinase 1","HGNC:29259","17q11.2"
"TAB1","Approved symbol","TAB1","TGF-beta activated kinase 1 (MAP3K7) binding protein 1","HGNC:18157","22q13.1"
"NT5C3A","Approved symbol","NT5C3A","5'-nucleotidase, cytosolic IIIA","HGNC:17820","7p14.3"
"ACKR2","Approved symbol","ACKR2","atypical chemokine receptor 2","HGNC:1565","3p22.1"
"RCN1","Approved symbol","RCN1","reticulocalbin 1","HGNC:9934","11p13"
"SCRN1","Approved symbol","SCRN1","secernin 1","HGNC:22192","7p14.3"
"TXNRD1","Approved symbol","TXNRD1","thioredoxin reductase 1","HGNC:12437","12q23.3"
"RNF38","Approved symbol","RNF38","ring finger protein 38","HGNC:18052","9p13.2"
"CLSTN1","Approved symbol","CLSTN1","calsyntenin 1","HGNC:17447","1p36.22"
"EPDR1","Approved symbol","EPDR1","ependymin related 1","HGNC:17572","7p14.1"
"RANBP10","Approved symbol","RANBP10","RAN binding protein 10","HGNC:29285","16q22"
"UHRF1","Approved symbol","UHRF1","ubiquitin like with PHD and ring finger domains 1","HGNC:12556","19p13.3"
"CNKSR2","Approved symbol","CNKSR2","connector enhancer of kinase suppressor of Ras 2","HGNC:19701","Xp22.12"
"ZNF444","Approved symbol","ZNF444","zinc finger protein 444","HGNC:16052","19q13.43"
"KLK5","Approved symbol","KLK5","kallikrein related peptidase 5","HGNC:6366","19q13.41"
"OSMR","Approved symbol","OSMR","oncostatin M receptor","HGNC:8507","5p13.1"
"FBXW11","Approved symbol","FBXW11","F-box and WD repeat domain containing 11","HGNC:13607","5q35.1"
"RPS5","Approved symbol","RPS5","ribosomal protein S5","HGNC:10426","19q13.43"
"SPSB3","Approved symbol","SPSB3","splA/ryanodine receptor domain and SOCS box containing 3","HGNC:30629","16p13.3"
"MED20","Approved symbol","MED20","mediator complex subunit 20","HGNC:16840","6p21.1"
"FOXP3","Approved symbol","FOXP3","forkhead box P3","HGNC:6106","Xp11.23"
"MAPKAPK3","Approved symbol","MAPKAPK3","MAPK activated protein kinase 3","HGNC:6888","3p21.2"
"SRGN","Approved symbol","SRGN","serglycin","HGNC:9361","10q22.1"
"FKBP5","Approved symbol","FKBP5","FKBP prolyl isomerase 5","HGNC:3721","6p21.31"
"SMIM5","Approved symbol","SMIM5","small integral membrane protein 5","HGNC:40030","17q25.1"
"GIT2","Approved symbol","GIT2","GIT ArfGAP 2","HGNC:4273","12q24.11"
"TRIM3","Approved symbol","TRIM3","tripartite motif containing 3","HGNC:10064","11p15.4"
"RFWD3","Approved symbol","RFWD3","ring finger and WD repeat domain 3","HGNC:25539","16q23.1"
"PRMT5","Approved symbol","PRMT5","protein arginine methyltransferase 5","HGNC:10894","14q11.2"
"NCK2","Approved symbol","NCK2","NCK adaptor protein 2","HGNC:7665","2q12.2"
"RNF126","Approved symbol","RNF126","ring finger protein 126","HGNC:21151","19p13.3"
"KRT17","Approved symbol","KRT17","keratin 17","HGNC:6427","17q21.2"
"CCL2","Approved symbol","CCL2","C-C motif chemokine ligand 2","HGNC:10618","17q12"
"POLB","Approved symbol","POLB","DNA polymerase beta","HGNC:9174","8p11.21"
"ZDHHC18","Approved symbol","ZDHHC18","zinc finger DHHC-type palmitoyltransferase 18","HGNC:20712","1p36.11"
"APP","Approved symbol","APP","amyloid beta precursor protein","HGNC:620","21q21.3"
"GZMB","Approved symbol","GZMB","granzyme B","HGNC:4709","14q12"
"EXOSC1","Approved symbol","EXOSC1","exosome component 1","HGNC:17286","10q24.1"
"MYLK","Approved symbol","MYLK","myosin light chain kinase","HGNC:7590","3q21.1"
"RUVBL2","Approved symbol","RUVBL2","RuvB like AAA ATPase 2","HGNC:10475","19q13.33"
"INPP5E","Approved symbol","INPP5E","inositol polyphosphate-5-phosphatase E","HGNC:21474","9q34.3"
"WDR83","Approved symbol","WDR83","WD repeat domain 83","HGNC:32672","19p13.13"
"SMAD9","Approved symbol","SMAD9","SMAD family member 9","HGNC:6774","13q13.3"
"E2F3","Approved symbol","E2F3","E2F transcription factor 3","HGNC:3115","6p22.3"
"QPRT","Approved symbol","QPRT","quinolinate phosphoribosyltransferase","HGNC:9755","16p11.2"
"FLG","Approved symbol","FLG","filaggrin","HGNC:3748","1q21.3"
"UBE2V1","Approved symbol","UBE2V1","ubiquitin conjugating enzyme E2 V1","HGNC:12494","20q13.13"
"STOML2","Approved symbol","STOML2","stomatin like 2","HGNC:14559","9p13.3"
"RARG","Approved symbol","RARG","retinoic acid receptor gamma","HGNC:9866","12q13.13"
"STOM","Approved symbol","STOM","stomatin","HGNC:3383","9q33.2"
"MAPKAP1","Approved symbol","MAPKAP1","MAPK associated protein 1","HGNC:18752","9q33.3"
"MAGEA2","Approved symbol","MAGEA2","MAGE family member A2","HGNC:6800","Xq28"
"DLG1","Approved symbol","DLG1","discs large MAGUK scaffold protein 1","HGNC:2900","3q29"
"HMBOX1","Approved symbol","HMBOX1","homeobox containing 1","HGNC:26137","8p21.1-p12"
"GRIK2","Approved symbol","GRIK2","glutamate ionotropic receptor kainate type subunit 2","HGNC:4580","6q16.3"
"CDH10","Approved symbol","CDH10","cadherin 10","HGNC:1749","5p14.2-p14.1"
"AK4","Approved symbol","AK4","adenylate kinase 4","HGNC:363","1p31.3"
"OSM","Approved symbol","OSM","oncostatin M","HGNC:8506","22q12.2"
"LTB","Approved symbol","LTB","lymphotoxin beta","HGNC:6711","6p21.33"
"SCGB1D1","Approved symbol","SCGB1D1","secretoglobin family 1D member 1","HGNC:18395","11q12.3"
"MIR106A","Approved symbol","MIR106A","microRNA 106a","HGNC:31494","Xq26.2"
"AMD1","Approved symbol","AMD1","adenosylmethionine decarboxylase 1","HGNC:457","6q21"
"LINC01139","Approved symbol","LINC01139","long intergenic non-protein coding RNA 1139","HGNC:27924","1q43"
"UBE2V2","Approved symbol","UBE2V2","ubiquitin conjugating enzyme E2 V2","HGNC:12495","8q11.21"
"SUGP2","Approved symbol","SUGP2","SURP and G-patch domain containing 2","HGNC:18641","19p13"
"SWAP70","Approved symbol","SWAP70","switching B cell complex subunit SWAP70","HGNC:17070","11p15.4"
"ZBTB10","Approved symbol","ZBTB10","zinc finger and BTB domain containing 10","HGNC:30953","8q21.13"
"UBL4A","Approved symbol","UBL4A","ubiquitin like 4A","HGNC:12505","Xq28"
"FBXO30","Approved symbol","FBXO30","F-box protein 30","HGNC:15600","6q24.3"
"TEAD4","Approved symbol","TEAD4","TEA domain transcription factor 4","HGNC:11717","12p13.33"
"MAP4K2","Approved symbol","MAP4K2","mitogen-activated protein kinase kinase kinase kinase 2","HGNC:6864","11q13.1"
"CRELD1","Approved symbol","CRELD1","cysteine rich with EGF like domains 1","HGNC:14630","3p25.3"
"MYL3","Approved symbol","MYL3","myosin light chain 3","HGNC:7584","3p21.31"
"PTPRU","Approved symbol","PTPRU","protein tyrosine phosphatase receptor type U","HGNC:9683","1p35.3"
"SNRPN","Approved symbol","SNRPN","small nuclear ribonucleoprotein polypeptide N","HGNC:11164","15q11.2"
"TMSB4X","Approved symbol","TMSB4X","thymosin beta 4 X-linked","HGNC:11881","Xp22.2"
"PASK","Approved symbol","PASK","PAS domain containing serine/threonine kinase","HGNC:17270","2q37.3"
"METTL22","Approved symbol","METTL22","methyltransferase like 22","HGNC:28368","16p13.2"
"CARD9","Approved symbol","CARD9","caspase recruitment domain family member 9","HGNC:16391","9q34.3"
"MIR1-1","Approved symbol","MIR1-1","microRNA 1-1","HGNC:31499","20q13.33"
"MRAS","Approved symbol","MRAS","muscle RAS oncogene homolog","HGNC:7227","3q22.3"
"COMMD8","Approved symbol","COMMD8","COMM domain containing 8","HGNC:26036","4p12"
"FRAS1","Approved symbol","FRAS1","Fraser extracellular matrix complex subunit 1","HGNC:19185","4q21.21"
"IPO8","Approved symbol","IPO8","importin 8","HGNC:9853","12p11.21"
"SNAI2","Approved symbol","SNAI2","snail family transcriptional repressor 2","HGNC:11094","8q11.21"
"ING4","Approved symbol","ING4","inhibitor of growth family member 4","HGNC:19423","12p13.31"
"IFNG","Approved symbol","IFNG","interferon gamma","HGNC:5438","12q15"
"POP1","Approved symbol","POP1","POP1 homolog, ribonuclease P/MRP subunit","HGNC:30129","8q22.2"
"HSP90AA5P","Approved symbol","HSP90AA5P","heat shock protein 90 alpha family class A member 5, pseudogene","HGNC:32535","3q27.1"
"KRTAP10-3","Approved symbol","KRTAP10-3","keratin associated protein 10-3","HGNC:22968","21q22.3"
"PDCD6IP","Approved symbol","PDCD6IP","programmed cell death 6 interacting protein","HGNC:8766","3p22.3"
"SLC7A2","Approved symbol","SLC7A2","solute carrier family 7 member 2","HGNC:11060","8p22"
"CTNND2","Approved symbol","CTNND2","catenin delta 2","HGNC:2516","5p15.2"
